train_number,train_name,source_station,source_code,destination_station,destination_code,departure_time,arrival_time,distance_km,duration_hours,duration_min,stops,class_type,fare
57156,Hyderabad Gulbarga Passenger,HYDERABAD DECCAN,HYB,GULBARGA,GR,16.30.00,23.10.00,223,6,360,3,2A,645.38
57201,Vijayawada Rajahmundry Passenger,VIJAYAWADA JN,BZA,RAJAMUNDRY,RJY,4.30.00,9.00.00,149,4,240,2,SL,109.4
57201,Vijayawada Rajahmundry Passenger,VIJAYAWADA JN,BZA,RAJAMUNDRY,RJY,4.30.00,9.00.00,149,4,240,2,3A,274.68
57201,Vijayawada Rajahmundry Passenger,VIJAYAWADA JN,BZA,RAJAMUNDRY,RJY,4.30.00,9.00.00,149,4,240,2,2A,451.12
57207,Tenali Markapur Road Passenger,TENALI JN,TEL,MARKAPUR ROAD,MRK,5.10.00,9.35.00,170,4,240,2,SL,122
57207,Tenali Markapur Road Passenger,TENALI JN,TEL,MARKAPUR ROAD,MRK,5.10.00,9.35.00,170,4,240,2,3A,307.75
57207,Tenali Markapur Road Passenger,TENALI JN,TEL,MARKAPUR ROAD,MRK,5.10.00,9.35.00,170,4,240,2,2A,506.25
57208,Markapur Road Guntur Passenger,MARKAPUR ROAD,MRK,GUNTUR JN,GNT,9.50.00,13.30.00,144,3,180,2,SL,106.4
57208,Markapur Road Guntur Passenger,MARKAPUR ROAD,MRK,GUNTUR JN,GNT,9.50.00,13.30.00,144,3,180,2,3A,266.8
57208,Markapur Road Guntur Passenger,MARKAPUR ROAD,MRK,GUNTUR JN,GNT,9.50.00,13.30.00,144,3,180,2,2A,438
57235,Rajamundry Visakhapatnam Passenger,RAJAMUNDRY,RJY,VISHAKAPATNAM,VSKP,11.53.00,16.35.00,200,4,240,2,SL,140
57235,Rajamundry Visakhapatnam Passenger,RAJAMUNDRY,RJY,VISHAKAPATNAM,VSKP,11.53.00,16.35.00,200,4,240,2,3A,355
57235,Rajamundry Visakhapatnam Passenger,RAJAMUNDRY,RJY,VISHAKAPATNAM,VSKP,11.53.00,16.35.00,200,4,240,2,2A,585
53131,Sealdah Muzaffarpur Fast Passenger,KOLKATA SEALDAH,SDAH,MUZAFFARPUR JN,MFP,5.45.00,0.15.00,576,18,1080,7,SL,365.6
53131,Sealdah Muzaffarpur Fast Passenger,KOLKATA SEALDAH,SDAH,MUZAFFARPUR JN,MFP,5.45.00,0.15.00,576,18,1080,7,3A,947.2
53131,Sealdah Muzaffarpur Fast Passenger,KOLKATA SEALDAH,SDAH,MUZAFFARPUR JN,MFP,5.45.00,0.15.00,576,18,1080,7,2A,1572
56962,VASCO DAGAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,7.35.00,9.10.00,55,1,60,1,SL,53
56962,VASCO DAGAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,7.35.00,9.10.00,55,1,60,1,3A,126.62
56962,VASCO DAGAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,7.35.00,9.10.00,55,1,60,1,2A,204.38
56965,KULEM - VASCO DA GAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,17.15.00,19.00.00,55,1,60,1,SL,53
56965,KULEM - VASCO DA GAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,17.15.00,19.00.00,55,1,60,1,3A,126.62
56965,KULEM - VASCO DA GAMA Passenger,KULEM,QLM,VASCO DA GAMA,VSG,17.15.00,19.00.00,55,1,60,1,2A,204.38
56966,VASCO DA GAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,17.30.00,19.10.00,55,1,60,1,SL,53
56966,VASCO DA GAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,17.30.00,19.10.00,55,1,60,1,3A,126.62
56966,VASCO DA GAMA - KULEM Passenger,VASCO DA GAMA,VSG,KULEM,QLM,17.30.00,19.10.00,55,1,60,1,2A,204.38
57121,Kazipet Balharshah Passenger,KAZIPET JN,KZJ,BALHARSHAH,BPQ,5.00.00,10.30.00,235,5,300,3,SL,161
57121,Kazipet Balharshah Passenger,KAZIPET JN,KZJ,BALHARSHAH,BPQ,5.00.00,10.30.00,235,5,300,3,3A,410.12
57121,Kazipet Balharshah Passenger,KAZIPET JN,KZJ,BALHARSHAH,BPQ,5.00.00,10.30.00,235,5,300,3,2A,676.88
57122,Sirpur Town Kazipet Passenger,SIRPUR TOWN,SRUR,KAZIPET JN,KZJ,15.15.00,20.05.00,183,4,240,2,SL,129.8
57122,Sirpur Town Kazipet Passenger,SIRPUR TOWN,SRUR,KAZIPET JN,KZJ,15.15.00,20.05.00,183,4,240,2,3A,328.23
57122,Sirpur Town Kazipet Passenger,SIRPUR TOWN,SRUR,KAZIPET JN,KZJ,15.15.00,20.05.00,183,4,240,2,2A,540.38
57124,Balharshah Bhadrachalam Passenger,BALHARSHAH,BPQ,Bhadrachalam Road,BDCR,11.00.00,21.15.00,382,10,600,5,SL,249.2
57124,Balharshah Bhadrachalam Passenger,BALHARSHAH,BPQ,Bhadrachalam Road,BDCR,11.00.00,21.15.00,382,10,600,5,3A,641.65
57124,Balharshah Bhadrachalam Passenger,BALHARSHAH,BPQ,Bhadrachalam Road,BDCR,11.00.00,21.15.00,382,10,600,5,2A,1062.75
57135,Nagpur Kazipet Passenger,NAGPUR,NGP,KAZIPET JN,KZJ,20.00.00,9.50.00,443,13,780,6,SL,285.8
57135,Nagpur Kazipet Passenger,NAGPUR,NGP,KAZIPET JN,KZJ,20.00.00,9.50.00,443,13,780,6,3A,737.73
57135,Nagpur Kazipet Passenger,NAGPUR,NGP,KAZIPET JN,KZJ,20.00.00,9.50.00,443,13,780,6,2A,1222.88
57136,Kazipet Nagpur Passenger,KAZIPET JN,KZJ,NAGPUR,NGP,21.15.00,11.35.00,443,14,840,6,SL,285.8
57136,Kazipet Nagpur Passenger,KAZIPET JN,KZJ,NAGPUR,NGP,21.15.00,11.35.00,443,14,840,6,3A,737.73
57136,Kazipet Nagpur Passenger,KAZIPET JN,KZJ,NAGPUR,NGP,21.15.00,11.35.00,443,14,840,6,2A,1222.88
57140,Link Secunderabad Express,Manuguru,MUGR,SECUNDERABAD JN,SC,20.30.00,4.45.00,331,8,480,4,SL,218.6
57140,Link Secunderabad Express,Manuguru,MUGR,SECUNDERABAD JN,SC,20.30.00,4.45.00,331,8,480,4,3A,561.33
57140,Link Secunderabad Express,Manuguru,MUGR,SECUNDERABAD JN,SC,20.30.00,4.45.00,331,8,480,4,2A,928.88
57155,Gulbarga-Hyderabad Passenger,WADI,WADI,HYDERABAD DECCAN,HYB,4.15.00,9.00.00,186,4,240,2,SL,131.6
57155,Gulbarga-Hyderabad Passenger,WADI,WADI,HYDERABAD DECCAN,HYB,4.15.00,9.00.00,186,4,240,2,3A,332.95
57155,Gulbarga-Hyderabad Passenger,WADI,WADI,HYDERABAD DECCAN,HYB,4.15.00,9.00.00,186,4,240,2,2A,548.25
57217,Guntur Macherla Passenger,GUNTUR JN,GNT,Macherla,MCLA,8.00.00,11.45.00,130,3,180,2,SL,98
57217,Guntur Macherla Passenger,GUNTUR JN,GNT,Macherla,MCLA,8.00.00,11.45.00,130,3,180,2,3A,244.75
57217,Guntur Macherla Passenger,GUNTUR JN,GNT,Macherla,MCLA,8.00.00,11.45.00,130,3,180,2,2A,401.25
57218,Macherla Bhimavaram Passenger,Macherla,MCLA,Bhimavaram Junction,BVRM,5.30.00,14.40.00,268,9,540,3,SL,180.8
57218,Macherla Bhimavaram Passenger,Macherla,MCLA,Bhimavaram Junction,BVRM,5.30.00,14.40.00,268,9,540,3,3A,462.1
57218,Macherla Bhimavaram Passenger,Macherla,MCLA,Bhimavaram Junction,BVRM,5.30.00,14.40.00,268,9,540,3,2A,763.5
57219,Guntur Macherla Passenger,GUNTUR JN,GNT,Macherla,MCLA,17.50.00,21.45.00,130,3,180,2,SL,98
57219,Guntur Macherla Passenger,GUNTUR JN,GNT,Macherla,MCLA,17.50.00,21.45.00,130,3,180,2,3A,244.75
57219,Guntur Macherla Passenger,GUNTUR JN,GNT,Macherla,MCLA,17.50.00,21.45.00,130,3,180,2,2A,401.25
57220,Macherla Guntur Passenger,Macherla,MCLA,GUNTUR JN,GNT,16.30.00,19.40.00,130,3,180,2,SL,98
57220,Macherla Guntur Passenger,Macherla,MCLA,GUNTUR JN,GNT,16.30.00,19.40.00,130,3,180,2,3A,244.75
57220,Macherla Guntur Passenger,Macherla,MCLA,GUNTUR JN,GNT,16.30.00,19.40.00,130,3,180,2,2A,401.25
57224,Vijayawada Gudur Passenger,VIJAYAWADA JN,BZA,GUDUR JN,GDR,5.10.00,13.00.00,294,7,420,4,SL,196.4
57224,Vijayawada Gudur Passenger,VIJAYAWADA JN,BZA,GUDUR JN,GDR,5.10.00,13.00.00,294,7,420,4,3A,503.05
57224,Vijayawada Gudur Passenger,VIJAYAWADA JN,BZA,GUDUR JN,GDR,5.10.00,13.00.00,294,7,420,4,2A,831.75
57225,Vijayawada Visakhapatnam Passenger,VIJAYAWADA JN,BZA,VISHAKAPATNAM,VSKP,8.25.00,18.55.00,349,10,600,4,SL,229.4
57225,Vijayawada Visakhapatnam Passenger,VIJAYAWADA JN,BZA,VISHAKAPATNAM,VSKP,8.25.00,18.55.00,349,10,600,4,3A,589.67
57225,Vijayawada Visakhapatnam Passenger,VIJAYAWADA JN,BZA,VISHAKAPATNAM,VSKP,8.25.00,18.55.00,349,10,600,4,2A,976.12
57226,Visakhapatnam Vijayawada Passenger,VISHAKAPATNAM,VSKP,VIJAYAWADA JN,BZA,9.15.00,18.55.00,350,9,540,4,SL,230
57226,Visakhapatnam Vijayawada Passenger,VISHAKAPATNAM,VSKP,VIJAYAWADA JN,BZA,9.15.00,18.55.00,350,9,540,4,3A,591.25
57226,Visakhapatnam Vijayawada Passenger,VISHAKAPATNAM,VSKP,VIJAYAWADA JN,BZA,9.15.00,18.55.00,350,9,540,4,2A,978.75
57229,Machilipatnam Visakhapatnam Fast Passenger,Machilipatnam,MTM,VISHAKAPATNAM,VSKP,21.15.00,7.00.00,373,9,540,5,SL,243.8
57229,Machilipatnam Visakhapatnam Fast Passenger,Machilipatnam,MTM,VISHAKAPATNAM,VSKP,21.15.00,7.00.00,373,9,540,5,3A,627.48
57229,Machilipatnam Visakhapatnam Fast Passenger,Machilipatnam,MTM,VISHAKAPATNAM,VSKP,21.15.00,7.00.00,373,9,540,5,2A,1039.12
57230,Visakhapatnam Machilipatnam Fast Passenger,VISHAKAPATNAM,VSKP,Machilipatnam,MTM,20.10.00,8.20.00,373,12,720,5,SL,243.8
57230,Visakhapatnam Machilipatnam Fast Passenger,VISHAKAPATNAM,VSKP,Machilipatnam,MTM,20.10.00,8.20.00,373,12,720,5,3A,627.48
57230,Visakhapatnam Machilipatnam Fast Passenger,VISHAKAPATNAM,VSKP,Machilipatnam,MTM,20.10.00,8.20.00,373,12,720,5,2A,1039.12
57231,Vijayawada Kakinada Port Fast Passenger,VIJAYAWADA JN,BZA,Kakinada Port,COA,17.25.00,22.30.00,213,5,300,3,SL,147.8
57231,Vijayawada Kakinada Port Fast Passenger,VIJAYAWADA JN,BZA,Kakinada Port,COA,17.25.00,22.30.00,213,5,300,3,3A,375.48
57231,Vijayawada Kakinada Port Fast Passenger,VIJAYAWADA JN,BZA,Kakinada Port,COA,17.25.00,22.30.00,213,5,300,3,2A,619.12
57232,Kakinada Port Vijayawada Passenger,Kakinada Port,COA,VIJAYAWADA JN,BZA,4.40.00,9.45.00,213,5,300,3,SL,147.8
57232,Kakinada Port Vijayawada Passenger,Kakinada Port,COA,VIJAYAWADA JN,BZA,4.40.00,9.45.00,213,5,300,3,3A,375.48
57232,Kakinada Port Vijayawada Passenger,Kakinada Port,COA,VIJAYAWADA JN,BZA,4.40.00,9.45.00,213,5,300,3,2A,619.12
57240,Bitragunta Chennai Passenger,BITRAGUNTA,BTTR,CHENNAI CENTRAL,MAS,5.20.00,12.00.00,210,6,360,3,SL,146
57240,Bitragunta Chennai Passenger,BITRAGUNTA,BTTR,CHENNAI CENTRAL,MAS,5.20.00,12.00.00,210,6,360,3,3A,370.75
57240,Bitragunta Chennai Passenger,BITRAGUNTA,BTTR,CHENNAI CENTRAL,MAS,5.20.00,12.00.00,210,6,360,3,2A,611.25
57241,Bitragunta Vijayawada Passenger,BITRAGUNTA,BTTR,VIJAYAWADA JN,BZA,4.00.00,9.15.00,221,5,300,3,SL,152.6
57241,Bitragunta Vijayawada Passenger,BITRAGUNTA,BTTR,VIJAYAWADA JN,BZA,4.00.00,9.15.00,221,5,300,3,3A,388.07
57241,Bitragunta Vijayawada Passenger,BITRAGUNTA,BTTR,VIJAYAWADA JN,BZA,4.00.00,9.15.00,221,5,300,3,2A,640.12
57242,Vijayawada bitragunta Passenger,VIJAYAWADA JN,BZA,BITRAGUNTA,BTTR,15.15.00,20.45.00,221,5,300,3,SL,152.6
57242,Vijayawada bitragunta Passenger,VIJAYAWADA JN,BZA,BITRAGUNTA,BTTR,15.15.00,20.45.00,221,5,300,3,3A,388.07
57242,Vijayawada bitragunta Passenger,VIJAYAWADA JN,BZA,BITRAGUNTA,BTTR,15.15.00,20.45.00,221,5,300,3,2A,640.12
57254,Vijayawada Bhadrachalam Passenger,VIJAYAWADA JN,BZA,Bhadrachalam Road,BDCR,8.00.00,12.40.00,177,4,240,2,SL,126.2
57254,Vijayawada Bhadrachalam Passenger,VIJAYAWADA JN,BZA,Bhadrachalam Road,BDCR,8.00.00,12.40.00,177,4,240,2,3A,318.77
57254,Vijayawada Bhadrachalam Passenger,VIJAYAWADA JN,BZA,Bhadrachalam Road,BDCR,8.00.00,12.40.00,177,4,240,2,2A,524.62
57257,Tirupati Kakinada Port Passenger,TIRUPATI MAIN,TPTY,Kakinada Port,COA,1.05.00,20.45.00,601,19,1140,8,SL,380.6
57257,Tirupati Kakinada Port Passenger,TIRUPATI MAIN,TPTY,Kakinada Port,COA,1.05.00,20.45.00,601,19,1140,8,3A,986.58
57257,Tirupati Kakinada Port Passenger,TIRUPATI MAIN,TPTY,Kakinada Port,COA,1.05.00,20.45.00,601,19,1140,8,2A,1637.62
57258,Kakinada Port Tirupati Passenger,Kakinada Port,COA,TIRUPATI MAIN,TPTY,7.00.00,2.50.00,601,19,1140,8,SL,380.6
57258,Kakinada Port Tirupati Passenger,Kakinada Port,COA,TIRUPATI MAIN,TPTY,7.00.00,2.50.00,601,19,1140,8,3A,986.58
57258,Kakinada Port Tirupati Passenger,Kakinada Port,COA,TIRUPATI MAIN,TPTY,7.00.00,2.50.00,601,19,1140,8,2A,1637.62
57259,Bhimavaram Rajamundry Passenger,Bhimavaram Junction,BVRM,RAJAMUNDRY,RJY,14.45.00,16.50.00,68,2,120,1,SL,60.8
57259,Bhimavaram Rajamundry Passenger,Bhimavaram Junction,BVRM,RAJAMUNDRY,RJY,14.45.00,16.50.00,68,2,120,1,3A,147.1
57259,Bhimavaram Rajamundry Passenger,Bhimavaram Junction,BVRM,RAJAMUNDRY,RJY,14.45.00,16.50.00,68,2,120,1,2A,238.5
57260,Rajamundry Narasapur Passenger,RAJAMUNDRY,RJY,Narasapur,NS,8.00.00,11.40.00,98,3,180,1,SL,78.8
57260,Rajamundry Narasapur Passenger,RAJAMUNDRY,RJY,Narasapur,NS,8.00.00,11.40.00,98,3,180,1,3A,194.35
57260,Rajamundry Narasapur Passenger,RAJAMUNDRY,RJY,Narasapur,NS,8.00.00,11.40.00,98,3,180,1,2A,317.25
57271,Rayagada Passenger,VIJAYAWADA JN,BZA,RAYAGADA,RGDA,21.00.00,13.20.00,536,16,960,7,SL,341.6
57271,Rayagada Passenger,VIJAYAWADA JN,BZA,RAYAGADA,RGDA,21.00.00,13.20.00,536,16,960,7,3A,884.2
57271,Rayagada Passenger,VIJAYAWADA JN,BZA,RAYAGADA,RGDA,21.00.00,13.20.00,536,16,960,7,2A,1467
57272,Rayagada Vijayawada Passenger,RAYAGADA,RGDA,VIJAYAWADA JN,BZA,15.45.00,9.00.00,536,17,1020,7,SL,341.6
57272,Rayagada Vijayawada Passenger,RAYAGADA,RGDA,VIJAYAWADA JN,BZA,15.45.00,9.00.00,536,17,1020,7,3A,884.2
57272,Rayagada Vijayawada Passenger,RAYAGADA,RGDA,VIJAYAWADA JN,BZA,15.45.00,9.00.00,536,17,1020,7,2A,1467
57274,Tirupati Hubli InterCity Passenger,TIRUPATI MAIN,TPTY,HUBLI JN,UBL,6.05.00,21.15.00,577,15,900,7,SL,366.2
57274,Tirupati Hubli InterCity Passenger,TIRUPATI MAIN,TPTY,HUBLI JN,UBL,6.05.00,21.15.00,577,15,900,7,3A,948.77
57274,Tirupati Hubli InterCity Passenger,TIRUPATI MAIN,TPTY,HUBLI JN,UBL,6.05.00,21.15.00,577,15,900,7,2A,1574.62
57278,Vijayawada Bitragunta Passenger,VIJAYAWADA JN,BZA,BITRAGUNTA,BTTR,18.15.00,23.40.00,221,5,300,3,SL,152.6
57278,Vijayawada Bitragunta Passenger,VIJAYAWADA JN,BZA,BITRAGUNTA,BTTR,18.15.00,23.40.00,221,5,300,3,3A,388.07
57278,Vijayawada Bitragunta Passenger,VIJAYAWADA JN,BZA,BITRAGUNTA,BTTR,18.15.00,23.40.00,221,5,300,3,2A,640.12
57279,Gudivada Narasapur Passenger,GUDIVADA JN,GDV,Narasapur,NS,18.40.00,22.00.00,96,3,180,1,SL,77.6
57279,Gudivada Narasapur Passenger,GUDIVADA JN,GDV,Narasapur,NS,18.40.00,22.00.00,96,3,180,1,3A,191.2
57279,Gudivada Narasapur Passenger,GUDIVADA JN,GDV,Narasapur,NS,18.40.00,22.00.00,96,3,180,1,2A,312
57280,Bhimavaram Gudivada Passenger,Bhimavaram Junction,BVRM,GUDIVADA JN,GDV,16.00.00,18.10.00,66,2,120,1,SL,59.6
57280,Bhimavaram Gudivada Passenger,Bhimavaram Junction,BVRM,GUDIVADA JN,GDV,16.00.00,18.10.00,66,2,120,1,3A,143.95
57280,Bhimavaram Gudivada Passenger,Bhimavaram Junction,BVRM,GUDIVADA JN,GDV,16.00.00,18.10.00,66,2,120,1,2A,233.25
57427,Raichur Guntakal Passenger,RAICHUR,RC,GUNTAKAL JN,GTL,7.55.00,10.30.00,121,2,120,2,SL,92.6
57427,Raichur Guntakal Passenger,RAICHUR,RC,GUNTAKAL JN,GTL,7.55.00,10.30.00,121,2,120,2,3A,230.57
57427,Raichur Guntakal Passenger,RAICHUR,RC,GUNTAKAL JN,GTL,7.55.00,10.30.00,121,2,120,2,2A,377.62
57428,Guntakal Raichur Passenger,GUNTAKAL JN,GTL,RAICHUR,RC,18.15.00,21.05.00,121,2,120,2,SL,92.6
57428,Guntakal Raichur Passenger,GUNTAKAL JN,GTL,RAICHUR,RC,18.15.00,21.05.00,121,2,120,2,3A,230.57
57428,Guntakal Raichur Passenger,GUNTAKAL JN,GTL,RAICHUR,RC,18.15.00,21.05.00,121,2,120,2,2A,377.62
57437,Guntakal Hindupur Passenger,GUNTAKAL JN,GTL,HINDUPUR,HUP,16.15.00,21.10.00,197,4,240,2,SL,138.2
57437,Guntakal Hindupur Passenger,GUNTAKAL JN,GTL,HINDUPUR,HUP,16.15.00,21.10.00,197,4,240,2,3A,350.27
57437,Guntakal Hindupur Passenger,GUNTAKAL JN,GTL,HINDUPUR,HUP,16.15.00,21.10.00,197,4,240,2,2A,577.12
57438,Hindupur Guntakal Passenger,HINDUPUR,HUP,GUNTAKAL JN,GTL,6.30.00,11.35.00,197,5,300,2,SL,138.2
57438,Hindupur Guntakal Passenger,HINDUPUR,HUP,GUNTAKAL JN,GTL,6.30.00,11.35.00,197,5,300,2,3A,350.27
57438,Hindupur Guntakal Passenger,HINDUPUR,HUP,GUNTAKAL JN,GTL,6.30.00,11.35.00,197,5,300,2,2A,577.12
57547,Hyderabad Purna Passenger,HYDERABAD DECCAN,HYB,PURNA JN,PAU,7.55.00,20.35.00,434,12,720,5,SL,280.4
57547,Hyderabad Purna Passenger,HYDERABAD DECCAN,HYB,PURNA JN,PAU,7.55.00,20.35.00,434,12,720,5,3A,723.55
57547,Hyderabad Purna Passenger,HYDERABAD DECCAN,HYB,PURNA JN,PAU,7.55.00,20.35.00,434,12,720,5,2A,1199.25
51111,Chalisgaon Dhule Mix Passenger,CHALISGAON JN,CSN,Dhule,DHI,6.10.00,7.25.00,56,1,60,1,SL,53.6
51111,Chalisgaon Dhule Mix Passenger,CHALISGAON JN,CSN,Dhule,DHI,6.10.00,7.25.00,56,1,60,1,3A,128.2
51111,Chalisgaon Dhule Mix Passenger,CHALISGAON JN,CSN,Dhule,DHI,6.10.00,7.25.00,56,1,60,1,2A,207
57237,Kazipet Vijayawada Passenger,KAZIPET JN,KZJ,VIJAYAWADA JN,BZA,4.00.00,9.30.00,218,5,300,3,SL,150.8
57237,Kazipet Vijayawada Passenger,KAZIPET JN,KZJ,VIJAYAWADA JN,BZA,4.00.00,9.30.00,218,5,300,3,3A,383.35
57237,Kazipet Vijayawada Passenger,KAZIPET JN,KZJ,VIJAYAWADA JN,BZA,4.00.00,9.30.00,218,5,300,3,2A,632.25
57238,Vijaywada Kazipet Passenger,VIJAYAWADA JN,BZA,KAZIPET JN,KZJ,12.45.00,19.05.00,218,6,360,3,SL,150.8
57238,Vijaywada Kazipet Passenger,VIJAYAWADA JN,BZA,KAZIPET JN,KZJ,12.45.00,19.05.00,218,6,360,3,3A,383.35
57238,Vijaywada Kazipet Passenger,VIJAYAWADA JN,BZA,KAZIPET JN,KZJ,12.45.00,19.05.00,218,6,360,3,2A,632.25
57239,Chennai Gudur Passenger,CHENNAI CENTRAL,MAS,GUDUR JN,GDR,16.00.00,21.10.00,137,5,300,2,SL,102.2
57239,Chennai Gudur Passenger,CHENNAI CENTRAL,MAS,GUDUR JN,GDR,16.00.00,21.10.00,137,5,300,2,3A,255.78
57239,Chennai Gudur Passenger,CHENNAI CENTRAL,MAS,GUDUR JN,GDR,16.00.00,21.10.00,137,5,300,2,2A,419.62
57253,Bhadrachalam Vijayawada Passenger,Bhadrachalam Road,BDCR,VIJAYAWADA JN,BZA,13.45.00,19.20.00,177,5,300,2,SL,126.2
57253,Bhadrachalam Vijayawada Passenger,Bhadrachalam Road,BDCR,VIJAYAWADA JN,BZA,13.45.00,19.20.00,177,5,300,2,3A,318.77
57253,Bhadrachalam Vijayawada Passenger,Bhadrachalam Road,BDCR,VIJAYAWADA JN,BZA,13.45.00,19.20.00,177,5,300,2,2A,524.62
57256,Visakhapatnam Kakinada Port passenger,VISHAKAPATNAM,VSKP,Kakinada Port,COA,17.00.00,21.05.00,164,4,240,2,SL,118.4
57256,Visakhapatnam Kakinada Port passenger,VISHAKAPATNAM,VSKP,Kakinada Port,COA,17.00.00,21.05.00,164,4,240,2,3A,298.3
57256,Visakhapatnam Kakinada Port passenger,VISHAKAPATNAM,VSKP,Kakinada Port,COA,17.00.00,21.05.00,164,4,240,2,2A,490.5
57263,Narasapur Nidadavolu Passenger,Narasapur,NS,NIDADAVOLU JN,NDD,4.20.00,6.40.00,76,2,120,1,SL,65.6
57263,Narasapur Nidadavolu Passenger,Narasapur,NS,NIDADAVOLU JN,NDD,4.20.00,6.40.00,76,2,120,1,3A,159.7
57263,Narasapur Nidadavolu Passenger,Narasapur,NS,NIDADAVOLU JN,NDD,4.20.00,6.40.00,76,2,120,1,2A,259.5
57264,Narasapur Visakhapatnam (LINK) Passenger,Narasapur,NS,VISHAKAPATNAM,VSKP,23.05.00,7.00.00,300,7,420,4,SL,200
57264,Narasapur Visakhapatnam (LINK) Passenger,Narasapur,NS,VISHAKAPATNAM,VSKP,23.05.00,7.00.00,300,7,420,4,3A,512.5
57264,Narasapur Visakhapatnam (LINK) Passenger,Narasapur,NS,VISHAKAPATNAM,VSKP,23.05.00,7.00.00,300,7,420,4,2A,847.5
57265,Visakhapatnam Narasapur (LINK) Passenger,VISHAKAPATNAM,VSKP,Narasapur,NS,20.10.00,5.05.00,300,8,480,4,SL,200
57265,Visakhapatnam Narasapur (LINK) Passenger,VISHAKAPATNAM,VSKP,Narasapur,NS,20.10.00,5.05.00,300,8,480,4,3A,512.5
57265,Visakhapatnam Narasapur (LINK) Passenger,VISHAKAPATNAM,VSKP,Narasapur,NS,20.10.00,5.05.00,300,8,480,4,2A,847.5
57273,Hubli Tirupati InterCity Passenger,HUBLI JN,UBL,TIRUPATI MAIN,TPTY,6.00.00,21.00.00,577,15,900,7,SL,366.2
57273,Hubli Tirupati InterCity Passenger,HUBLI JN,UBL,TIRUPATI MAIN,TPTY,6.00.00,21.00.00,577,15,900,7,3A,948.77
57273,Hubli Tirupati InterCity Passenger,HUBLI JN,UBL,TIRUPATI MAIN,TPTY,6.00.00,21.00.00,577,15,900,7,2A,1574.62
57298,Narasapur Guntur Passenger,Narasapur,NS,GUNTUR JN,GNT,12.45.00,19.20.00,168,6,360,2,SL,120.8
57298,Narasapur Guntur Passenger,Narasapur,NS,GUNTUR JN,GNT,12.45.00,19.20.00,168,6,360,2,3A,304.6
57298,Narasapur Guntur Passenger,Narasapur,NS,GUNTUR JN,GNT,12.45.00,19.20.00,168,6,360,2,2A,501
57305,Kacheguda Guntur Fast Passenger,KACHEGUDA,KCG,GUNTUR JN,GNT,16.10.00,8.45.00,622,16,960,8,SL,393.2
57305,Kacheguda Guntur Fast Passenger,KACHEGUDA,KCG,GUNTUR JN,GNT,16.10.00,8.45.00,622,16,960,8,3A,1019.65
57305,Kacheguda Guntur Fast Passenger,KACHEGUDA,KCG,GUNTUR JN,GNT,16.10.00,8.45.00,622,16,960,8,2A,1692.75
57306,Guntur Secunderabad Passenger,GUNTUR JN,GNT,SECUNDERABAD JN,SC,17.30.00,10.30.00,630,17,1020,8,SL,398
57306,Guntur Secunderabad Passenger,GUNTUR JN,GNT,SECUNDERABAD JN,SC,17.30.00,10.30.00,630,17,1020,8,3A,1032.25
57306,Guntur Secunderabad Passenger,GUNTUR JN,GNT,SECUNDERABAD JN,SC,17.30.00,10.30.00,630,17,1020,8,2A,1713.75
57327,Dronachellam Guntur Passenger,DHONE,DHNE,GUNTUR JN,GNT,5.30.00,14.40.00,333,9,540,4,SL,219.8
57327,Dronachellam Guntur Passenger,DHONE,DHNE,GUNTUR JN,GNT,5.30.00,14.40.00,333,9,540,4,3A,564.48
57327,Dronachellam Guntur Passenger,DHONE,DHNE,GUNTUR JN,GNT,5.30.00,14.40.00,333,9,540,4,2A,934.12
57328,Guntur Dhone Passenger,GUNTUR JN,GNT,DHONE,DHNE,12.10.00,22.30.00,333,10,600,4,SL,219.8
57328,Guntur Dhone Passenger,GUNTUR JN,GNT,DHONE,DHNE,12.10.00,22.30.00,333,10,600,4,3A,564.48
57328,Guntur Dhone Passenger,GUNTUR JN,GNT,DHONE,DHNE,12.10.00,22.30.00,333,10,600,4,2A,934.12
57381,Guntur Narasapur Fast Passenger,GUNTUR JN,GNT,Narasapur,NS,16.35.00,22.40.00,168,6,360,2,SL,120.8
57381,Guntur Narasapur Fast Passenger,GUNTUR JN,GNT,Narasapur,NS,16.35.00,22.40.00,168,6,360,2,3A,304.6
57381,Guntur Narasapur Fast Passenger,GUNTUR JN,GNT,Narasapur,NS,16.35.00,22.40.00,168,6,360,2,2A,501
57382,Guntur Passenger,Narasapur,NS,GUNTUR JN,GNT,6.15.00,11.35.00,169,5,300,2,SL,121.4
57382,Guntur Passenger,Narasapur,NS,GUNTUR JN,GNT,6.15.00,11.35.00,169,5,300,2,3A,306.18
57382,Guntur Passenger,Narasapur,NS,GUNTUR JN,GNT,6.15.00,11.35.00,169,5,300,2,2A,503.62
57412,Gudur Tirupati Fast Passenger,GUDUR JN,GDR,TIRUPATI MAIN,TPTY,10.55.00,13.00.00,93,2,120,1,SL,75.8
